,realSum,room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,loc,type
1439,143.6505519,Entire home/apt,4,False,1,0,9,89,2,1.079539707,0.392793235,346.9838887,13.08273445,396.8574149,29.79846986,23.72994,37.96685,Athens,weekdays
1440,256.3681953,Entire home/apt,4,True,1,0,10,98,1,0.530435586,0.356279659,254.8458083,9.608745953,436.9179869,32.8064614,23.7302,37.978,Athens,weekdays
1441,92.56438497,Entire home/apt,4,False,0,1,9,95,0,2.034018714,0.163111894,89.92756221,3.390642779,131.0320825,9.838686177,23.7287,37.9931,Athens,weekdays
1442,196.8457807,Entire home/apt,5,False,0,1,9,92,2,1.111599202,0.340579749,409.5402742,15.44137013,460.8036921,34.59994551,23.72888,37.96698,Athens,weekdays
1443,115.9984065,Entire home/apt,4,False,0,0,10,100,1,2.154656289,0.54822865,93.2076311,3.514315006,151.6792231,11.38899914,23.71477,37.98606,Athens,weekdays
1444,101.9379936,Entire home/apt,2,True,0,0,10,99,1,2.621258379,0.964224056,87.85890723,3.31264589,123.8665844,9.30065697,23.71773,37.95654,Athens,weekdays
1445,75.22320905,Entire home/apt,2,True,1,0,10,98,0,1.143564277,0.575378688,128.4497103,4.843087838,236.9781871,17.79376446,23.73453,37.98584,Athens,weekdays
1446,162.3977691,Entire home/apt,6,True,0,0,10,98,2,1.104285597,0.34866702,409.2425978,15.4301465,492.073813,36.94789648,23.729,37.967,Athens,weekdays
1447,96.0794882,Entire home/apt,4,True,0,1,10,99,1,2.471834968,0.467361355,92.6259351,3.492382649,140.759319,10.56906629,23.70727,37.97592,Athens,weekdays
1448,264.1014224,Entire home/apt,6,False,0,1,8,90,3,0.801304615,0.569541433,224.366094,8.459534069,198.7995929,14.92708326,23.74339,37.9721,Athens,weekdays
1449,202.9386263,Entire home/apt,3,True,1,0,10,99,1,0.959673998,0.213216856,276.980935,10.44333221,607.7967687,45.63708025,23.7249,37.97796,Athens,weekdays
1450,138.9637476,Entire home/apt,4,True,1,0,10,97,1,0.965487334,0.405951026,122.004138,4.600062977,189.687635,14.24290202,23.74504,37.97972,Athens,weekdays
1451,118.3418086,Entire home/apt,5,True,0,0,10,97,2,2.769945038,0.661554804,79.02752103,2.979665932,117.0717264,8.790457676,23.70399,37.9777,Athens,weekdays
1452,86.94021981,Entire home/apt,4,False,1,0,9,95,1,3.694986267,0.389357608,45.49832804,1.71547603,62.91101795,4.723742084,23.77107,37.99317,Athens,weekdays
1453,142.4788508,Entire home/apt,5,True,0,1,10,95,2,1.633262325,0.221087676,179.7976788,6.779119619,232.25778,17.43932757,23.72425,37.96379,Athens,weekdays
1454,104.2813957,Entire home/apt,4,False,1,0,10,96,1,1.575707136,0.269341612,169.8329499,6.403407932,256.4949553,19.25920219,23.7175,37.97648,Athens,weekdays
1455,212.0778947,Entire home/apt,4,False,0,1,8,80,1,1.609805915,0.520911072,120.3372209,4.537213274,126.5772249,9.504188353,23.751,37.98315,Athens,weekdays
1456,85.76851874,Private room,2,True,1,0,10,100,1,2.827555018,0.590968747,65.73838013,2.478610099,99.0734051,7.439034184,23.71495,37.99523,Athens,weekdays
1457,90.45532304,Entire home/apt,3,True,1,0,10,98,1,2.780092116,0.59674099,67.41480175,2.54181816,101.9860784,7.657735423,23.71418,37.99414,Athens,weekdays
1458,127.481077,Private room,2,True,0,0,10,98,1,0.425660327,0.393480238,302.0501194,11.38854463,411.9090904,30.92864125,23.73289,37.97228,Athens,weekdays
1459,126.309376,Entire home/apt,2,False,0,1,9,90,1,1.292799913,0.170218376,285.5235229,10.76542327,318.1786826,23.89079182,23.727,37.966,Athens,weekdays
1460,212.0778947,Entire home/apt,5,False,1,0,10,100,2,1.898118219,0.097477215,100.5478095,3.791070234,137.4176644,10.31815452,23.73037,37.99219,Athens,weekdays
1461,125.1376749,Entire home/apt,4,True,0,0,10,99,1,1.710980484,0.124961389,115.0912002,4.339416495,206.1198615,15.47673358,23.72,37.985,Athens,weekdays
1462,92.79872519,Entire home/apt,4,False,0,0,10,98,0,1.013138914,0.235081905,147.0464216,5.544261127,283.2149687,21.2655034,23.731,37.984,Athens,weekdays
1463,144.8222529,Entire home/apt,2,False,0,1,10,92,1,1.344871534,0.174690547,267.5631494,10.08824256,330.5353562,24.81860608,23.726,37.966,Athens,weekdays
1464,141.5414899,Entire home/apt,3,False,0,1,10,96,1,2.089694582,0.403380352,104.103909,3.925149961,171.7689979,12.89746169,23.71302,37.98194,Athens,weekdays
1465,57.88203314,Entire home/apt,3,False,1,0,8,83,2,4.201478894,0.671462012,40.60705608,1.531054752,60.41457773,4.53629416,23.73603,38.0134,Athens,weekdays
1466,172.7087385,Entire home/apt,5,True,1,0,10,99,2,1.683569896,0.321274311,174.5805885,6.582413634,246.2528219,18.49016048,23.723,37.964,Athens,weekdays
1467,104.2813957,Entire home/apt,3,False,1,0,9,91,2,1.672185773,0.2918901,175.3885582,6.612877449,425.8885542,31.97830447,23.72337,37.96389,Athens,weekdays
1468,150.6807583,Entire home/apt,2,False,0,1,9,94,1,0.445204424,0.457111539,161.8133441,6.10103547,264.1427184,19.83344279,23.738,37.979,Athens,weekdays
1469,185.3631102,Entire home/apt,6,True,0,0,10,97,2,2.015857193,0.13680283,91.05805802,3.433267168,133.9026663,10.05422708,23.729,37.993,Athens,weekdays
